X,Y,OBJECTID,BUSSTOPID,STOPNUMBER,LTAR,LOCATION,ACCESSIBLE,BUSPADID,FDMID,FCODE,SOURCE,SACC,ADDDATE,MODDATE
-63.590736738509577,44.647565066649356,426717,BS1743,8214,Yes,Robie St Before Quinpool Rd (8214),Accessible,CPD1825,700004788,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.617597100326641,44.61247870082255,426718,BS2460,6866,Yes,Herring Cove Rd Before Dentith Rd (6866),Accessible,CPD391,700010530,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.698832000302922,44.722024400917299,426719,BS230,8871,Yes,Innovation Dr At Civic 200 (8871),Accessible,CPD665,700008543,Conventional Transit Bus Stop,07/12/2016,Coordinated Point,2016-07-29T00:00:00.000Z,2017-02-06T00:00:00.000Z
-63.674890400489559,44.671360200589817,426720,BS1805,6656,Yes,Farnham Gate Rd Before Parkland Dr (6656),Accessible,CPD1876,300003256,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.68783250065308,44.787703400614802,426721,BS1091,8354,Yes,Stokil Dr After Grennan Dr (8354),Accessible,CPD1338,100000608,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.572435800502383,44.63532160092452,426722,BS833,6972,Yes,Inglis St Opposite South Bland St (6972),Accessible,CPD1250,300002149,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.582914100319307,44.668890401042695,426723,BS1928,8510,Yes,Windmill Rd After Dawson St (8510),Accessible,CPD2137,200000332,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.611072271702092,44.665543350619984,426724,BS977,8208,Yes,Robie St Before Lady Hammond Rd (8208),Accessible,CPD168,300000367,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.524136900088031,44.685940700598103,426725,BS1821,6306,Yes,Booth St After Main St (6306),Non-Standard,CPD1890,200002490,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.495083800968082,44.690320501183365,426726,BS202,6710,Yes,Flying Cloud Dr Before Forest Hills Pky (6710),Accessible,CPD751,200001907,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.490887900531682,44.676947400835914,426727,BS299,7198,Yes,Merrimac Dr After Forest Hills Pkwy (7198),Accessible,CPD718,200002886,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.6748951992898,44.667004000628069,426728,BS1554,7431,Yes,Parkland Dr Before Carrington Pl (7431),Accessible,CPD253,700001632,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.606507099903517,44.667605201198604,426729,BS1767,7370,Yes,Novalea Dr Before Duffus St (7370),Accessible,CPD289,300000276,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.671149600050811,44.701589100821543,426730,BS1378,8881,Yes,Larry Uteck Blvd At Civic 290 (8881),Accessible,CPD1547,700001306,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.490524799697212,44.687149901004993,426731,BS1781,6070,Yes,Auburn Dr After Forest Hills Pkwy (6070),Non-Standard,CPD1853,200002894,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.73755879979938,44.724723800862243,426732,BS1516,6812,Yes,Hammonds Plains Rd After Crestfield Dr (6812),Non-Standard,CPD1690,100001554,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.548368500329623,44.655951601302668,426733,BS85,7271,Yes,Acadia St After Pleasant St (7271),Accessible,CPD490,200000683,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.610614100364472,44.633183100845898,426734,BS971,8099,Yes,Purcells Cove Rd After Ramsgate Ln (8099),Non-Standard,CPD1198,300002906,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.471548500174571,44.602621700932666,426735,BS1088,8273,Yes,Shore Rd Before Romkey Dr (8273),Non-Standard,CPD199,200001801,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.572159099631932,44.609505100771415,426736,BS1900,8103,Yes,Purcells Cove Rd At Civic 533 (8103),Non-Standard,CPD2114,300003345,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.612256000616597,44.671565700929342,426737,BS1996,7379,Yes,Novalea Dr Opposite Samuel Prince Manor (7379),Accessible,CPD2075,300000178,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.823328900183071,44.722161800541684,426738,BS2226,6826,Yes,Hammonds Plains Rd Before Northwood Dr (6826),Non-Standard,CPD2214,600000079,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.643918499922719,44.658479600913729,426739,BS422,6763,Yes,Glenforest Dr After Southill Dr (6763),Accessible,CPD933,300000766,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.529971900727823,44.661680600507417,426740,BS1332,9067,Yes,Baker Dr After Lindenwood Terr (9067),Accessible,CPD1503,700003364,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.569569699537269,44.637465901025095,426741,BS2170,6093,Yes,Barrington St Before Green St (6093),Accessible,CPD2171,300002077,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.602541299333893,44.643875400562919,426742,BS647,8133,Yes,Quinpool Rd Before Beech St (8133),Accessible,CPD1095,300001676,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.662596500380516,44.661318800898663,426743,BS2620,9114,Yes,Lacewood Terminal Bay 14 (9114),Accessible,,700010367,Terminal,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.684438699645654,44.817558501242971,426744,BS134,8716,Yes,Beaver Bank Rd Before Pinehaven Dr (8716),Non-Standard,CPD534,700006796,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.60046510047281,44.663756301012803,426745,BS1994,7377,Yes,Novalea Dr Before Livingstone Pl (7377),Accessible,CPD2074,300003273,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.484666399740888,44.684683301067707,426746,BS2505,6995,Yes,John Stewart Dr After Gammon Cr (6995),Non-Standard,CPD2459,200001694,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.686633199443122,44.768581000654976,426747,BS38,7309,Yes,Sackville Dr At Civic 614 (7309),Accessible,CPD547,100000733,Conventional Transit Bus Stop,02/12/2016,Coordinated Point,2016-07-29T00:00:00.000Z,2017-02-06T00:00:00.000Z
-63.67024630091349,44.634634601509852,426748,BS459,6160,Yes,St Margarets Bay Rd After Lakelands Blvd (6160),Inaccessible,CPD798,700000757,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.52884950069609,44.683288701370607,426749,BS284,8594,Yes,Woodlawn Rd After Main St (8594),Accessible,CPD705,200001027,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.485418299515153,44.658030000871193,426750,BS1492,6060,Yes,Astral Dr Before Spence Dr (6060),Accessible,CPD1790,200001308,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.550637899858842,44.667723200786419,426751,BS1938,8053,Yes,Portland St Before Rodney Rd (8053),Accessible,CPD2029,200000842,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.589959700280389,44.701625600920117,426752,BS875,6954,Yes,Ilsley Ave Opposite Civic 81 (6954),Accessible,CPD1120,200000721,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.563536999466358,44.606734100806214,426753,BS2502,8084,Yes,Purcells Cove Rd At Ferguson Cove Rd (8084),Non-Standard,CPD395,300002837,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.578109800585374,44.675087600888183,426754,BS1818,6303,Yes,Boland Rd Before Victoria Rd (6303),Accessible,CPD1887,200000411,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.305596281310159,44.738755215557582,426755,BS15,8913,Yes,Hwy 7 After Laurie Ln (8913),Non-Standard,CPD477,400000323,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,2016-11-22T00:00:00.000Z
-63.663091499051525,44.754070801045884,426756,BS2665,6299,Yes,Cobequid Terminal Bay 2 (6299),Accessible,CPD2494,100002559,Terminal,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.59503560025059,44.633934800649499,426757,BS795,6211,Yes,Beaufort Ave Before South St (6211),Accessible,CPD965,300002244,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.703217899811797,44.725894501008817,426758,BS228,8886,Yes,Gary Martin Dr After Hammonds Plains Rd (8886),Accessible,CPD663,700008535,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.698766599356965,44.76793360088584,426759,BS669,8961,Yes,Sackville Terminal Bay 5 (8961),Accessible,CPD2474,700010416,Terminal,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.544227500431809,44.667649501064439,426760,BS1867,8038,Yes,Portland St After Gaston Rd (8038),Accessible,CPD318,200000520,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.658410900027164,44.758988700936975,426761,BS1674,8681,Yes,Glendale Ave At Civic 19 (8681),Accessible,CPD1934,700003628,Conventional Transit Bus Stop,18/01/2017,Coordinated Point,2016-07-29T00:00:00.000Z,2017-02-06T00:00:00.000Z
-63.679292099567654,44.784403900878715,426762,BS321,7340,Yes,Nordic Cr Before Stokil Dr (7340),Accessible,CPD600,100002091,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.667645900049834,44.777486901445393,426763,BS186,6694,Yes,First Lake Dr Opposite Civic 133 (6694),Inaccessible,CPD736,700010403,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.555208799315665,44.677806901066532,426764,BS1504,8067,Yes,Sinclair St Before Prince Albert Rd (8067),Non-Standard,CPD1800,200000806,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.548841700481951,44.667452400901148,426765,BS1498,8059,Yes,Portland St Before Lakefront Rd (8059),Accessible,CPD1795,200000842,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.471139299596352,44.608656400749304,426766,BS426,6337,Yes,Caldwell Rd After Thorncrest Ct (6337),Accessible,CPD57,200000192,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.483534699451006,44.682087601084078,426767,BS2360,6993,Yes,John Stewart Dr Before Tamara Dr (6993),Non-Standard,CPD2457,200001686,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.594471699898975,44.638228201504774,426768,BS1863,6451,Yes,Coburg Rd Before Lilac St (6451),Accessible,CPD315,700000703,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.541218800898484,44.644453301016817,426769,BS1896,8011,Yes,Pleasant St Opposite Everette St (8011),Non-Standard,CPD2110,200000647,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.500420899581862,44.616988901267511,426770,BS1185,8015,Yes,Main Rd Opposite Civic 1341  (8015),Non-Standard,CPD187,200003075,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.699526299202844,44.879464800651917,426771,BS75,8739,Yes,Beaver Bank Rd Before West Ave (8739),Inaccessible,CPD583,100000831,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.612274999984848,44.671650201560126,426772,BS1765,7368,Yes,Novalea Dr At Samuel Prince Manor (7368),Accessible,CPD288,300000178,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.626697500380409,44.649055500983252,426773,BS92,7279,Yes,Mumford Rd Opposite Hemlock St (7279),Accessible,CPD3,300001350,Conventional Transit Bus Stop,04/01/2017,Coordinated Point,2016-07-29T00:00:00.000Z,2017-02-06T00:00:00.000Z
-63.612672800043804,44.660137300937294,426774,BS1635,8549,Yes,Windsor St After Maxwell St (8549),Accessible,CPD247,700009829,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.589090600005932,44.631051300269711,426775,BS792,6208,Yes,Beaufort Ave Before Inglis St (6208),Accessible,CPD962,300002296,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.260851500638736,44.668983500850736,426776,BS1,8896,Yes,Back Rd After Gaetz Lake Dr (8896),Inaccessible,CPD463,400000168,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.573844500801705,44.646823200984279,426777,BS1878,6085,Yes,Barrington St Before Prince St (6085),Accessible,CPD2098,300001496,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.650150200185237,44.739899500987661,426778,BS1844,8230,Yes,Rockmanor Dr After Riverview Cr (8230),Non-Standard,CPD1906,100000257,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.482706900120057,44.708908300531903,426779,BS1591,7157,Yes,Cherry Brook Rd At Civic 292 (7157),Non-Standard,CPD1757,200003144,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.585863599977088,44.689678800886185,426780,BS918,6924,Yes,Highfield Park Dr Before True North Cr (6924),Accessible,CPD1154,200000666,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.636098599797435,44.595754500672335,426781,BS1018,7138,Yes,Leiblin Dr Before Ivylea Cr (7138),Accessible,CPD197,300002855,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.540518300029802,44.644798800657867,426782,BS1789,6640,Yes,Everette St After Pleasant St (6640),Non-Standard,CPD1860,200002138,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.648928599196665,44.741480101300233,426783,BS1843,8229,Yes,Rockmanor Dr At Civic 125 (8229),Inaccessible,CPD1905,100000256,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.543376699738012,44.860907900837972,426784,BS1232,8699,No,Pratt and Whitney Dr Before Civic 189 (8699),Non-Standard,CPD1590,100001256,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.55313450039143,44.661541800514406,426785,BS1889,8003,Yes,Pleasant St After Cameron St (8003),Non-Standard,CPD2103,200000145,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.633032299389775,44.655137800859833,426786,BS1669,8243,Yes,Rosedale Ave Before Dutch Village Rd (8243),Non-Standard,CPD1929,300001017,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.497359999845692,44.674438100693258,426787,BS597,8025,Yes,Poplar Dr After Evergreen Dr (8025),Accessible,CPD1060,200001545,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.603065287537433,44.686039024848235,426788,BS1507,8070,Yes,Princess Margaret Blvd After Baffin Blvd (8070),Non-Standard,CPD1802,200000250,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.678080399810149,44.676883100948288,426789,BS2306,9036,Yes,Parkland Dr Before Civic 680 (9036),Accessible,CPD2418,300003670,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.594833399361605,44.665016200478625,426790,BS2171,6094,Yes,Barrington St After Young St (6094),Non-Standard,CPD2507,300000379,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.655900399862212,44.669399601059702,426791,BS198,6706,Yes,Flamingo Dr After Meadowlark Cr (6706),Non-Standard,CPD747,300000238,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.592889000420698,44.65857030146374,426792,BS408,6777,Yes,Gottingen St Before Black St (6777),Accessible,CPD922,700006504,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.601139900541199,44.664091901282504,426793,BS145,7364,Yes,Novalea Dr Before Livingstone Pl (7364),Accessible,CPD643,700003978,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.544747699541468,44.680339701445988,426794,BS2233,6833,Yes,Harris Rd After Curley Dr (6833),Inaccessible,CPD2221,200002247,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.504791499883154,44.620144800713426,426795,BS2294,7483,Yes,Main Rd After Monster Ln (7483),Non-Standard,CPD2347,200001755,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.573781999617474,44.670322700833282,426796,BS1281,7607,Yes,Bridge Terminal Bay 7 (7607),Accessible,CPD1619,700010363,Terminal,06/12/2016,Coordinated Point,2016-07-29T00:00:00.000Z,2017-06-28T00:00:00.000Z
-63.609429300658142,44.658276101477725,426797,BS1636,8550,Yes,Windsor St Before Engineers Way (8550),Accessible,CPD1645,700006560,Conventional Transit Bus Stop,09/01/2017,Coordinated Point,2016-07-29T00:00:00.000Z,2017-02-06T00:00:00.000Z
-63.464332399074259,44.744761301005624,426798,BS818,7113,Yes,North Preston Rd Before Beals Cr (7113),Inaccessible,CPD1236,700003141,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.607907900418226,44.657173301346397,426799,BS1641,8555,Yes,Windsor St Before Bayers Rd (8555),Accessible,CPD248,700006543,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.624705799749918,44.634392500700621,426800,BS656,7187,Yes,Mayo St After Withrod Dr (7187),Inaccessible,CPD992,300002221,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.599067793506244,44.687471340206542,426801,BS1929,8511,Yes,Windmill Rd Before Waddell Ave (8511),Accessible,CPD2138,200001408,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.57653910080267,44.577219600915591,426802,BS906,6912,Yes,Herring Cove Rd Opposite Glen Baker Dr (6912),Inaccessible,CPD1145,300003071,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.581011700312892,44.63309550127412,426803,BS629,6965,Yes,Inglis St At SMU (6965),Accessible,CPD441,300002245,Conventional Transit Bus Stop,18/01/2017,Coordinated Point,2016-07-29T00:00:00.000Z,2017-02-06T00:00:00.000Z
-63.565719599281252,44.700498301372939,426804,BS1342,8853,Yes,Commodore Dr After Countryview Dr (8853),Accessible,CPD1513,700004357,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.547474300227826,44.696001800606538,426805,BS2109,8468,Yes,Waverley Rd Before Ellis Ct (8468),Accessible,CPD2279,200001631,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.634735100028273,44.659957400411365,426806,BS892,8396,Yes,Titus St Before Evans Ave (8396),Accessible,CPD155,300000653,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.608005900327512,44.712077000222472,426807,BS894,8399,Yes,Topple Dr Before Vidito Dr (8399),Non-Standard,CPD1134,200000004,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.632114900295754,44.656098200328046,426808,BS1984,6613,Yes,Dutch Village Rd Before Rosedale Ave (6613),Inaccessible,CPD2066,300000871,Conventional Transit Bus Stop,TRANSIT,Coordinated Point,2016-07-29T00:00:00.000Z,
